building,floor,electricity,water,status,timestamp
Building C,5,272.38,533.82,anomaly,2025-11-16T04:58:28.644025+00:00
Building B,5,112.91,220.67,normal,2025-11-26T07:46:29.644025+00:00
Building B,3,131.41,226.88,normal,2025-11-18T15:06:14.644025+00:00
Building C,1,123.56,170.86,normal,2025-12-06T16:13:44.644025+00:00
Building C,3,114.46,209.79,normal,2025-11-24T15:19:26.644025+00:00
Building C,4,111.71,162.71,normal,2025-11-18T04:06:15.644025+00:00
Building C,5,125.96,234.12,normal,2025-12-09T18:24:22.644025+00:00
Building B,1,130.94,290.66,normal,2025-11-30T09:22:15.644025+00:00
Building A,4,109.16,283.05,normal,2025-11-27T10:39:24.644025+00:00
Building C,2,399.24,633.0,anomaly,2025-11-26T20:14:51.644025+00:00
Building B,5,201.9,222.41,normal,2025-11-20T10:59:25.644025+00:00
Building A,2,111.49,169.08,normal,2025-12-04T19:24:24.644025+00:00
Building C,3,102.36,144.56,normal,2025-11-29T03:07:26.644025+00:00
Building C,4,83.3,161.07,normal,2025-11-24T03:23:39.644025+00:00
Building B,3,130.74,176.08,normal,2025-11-20T06:56:49.644025+00:00
Building B,3,109.97,303.79,normal,2025-11-30T21:54:01.644025+00:00
Building C,3,129.14,191.96,normal,2025-11-24T15:06:49.644025+00:00
Building C,1,91.14,248.32,normal,2025-12-14T15:33:36.644025+00:00
Building B,4,154.0,279.73,normal,2025-11-23T21:48:55.644025+00:00
Building A,5,260.0,622.82,anomaly,2025-12-01T01:59:20.644025+00:00
Building B,2,107.23,289.69,normal,2025-11-23T18:40:31.644025+00:00
Building A,3,93.04,294.97,normal,2025-11-20T09:49:26.644025+00:00
Building A,1,132.39,249.24,normal,2025-12-09T14:37:26.644025+00:00
Building B,4,150.67,220.51,normal,2025-12-05T17:12:26.644025+00:00
Building A,4,172.93,311.62,normal,2025-11-24T12:38:55.644025+00:00
Building C,2,150.14,277.44,normal,2025-11-17T13:26:31.644025+00:00
Building C,5,254.82,511.96,anomaly,2025-12-10T06:53:04.644025+00:00
Building B,2,281.14,562.58,anomaly,2025-11-16T07:37:11.644025+00:00
Building A,4,101.55,194.49,normal,2025-11-17T17:46:45.644025+00:00
Building B,3,149.41,288.95,normal,2025-11-22T14:14:42.644025+00:00
Building C,3,116.29,255.18,normal,2025-12-12T12:08:00.644025+00:00
Building C,1,68.05,172.5,normal,2025-11-21T04:07:59.644025+00:00
Building A,3,130.14,159.3,normal,2025-12-12T01:57:37.644025+00:00
Building C,2,87.99,208.4,normal,2025-12-02T17:37:17.644025+00:00
Building C,4,98.2,198.73,normal,2025-11-30T15:12:45.644025+00:00
Building A,3,71.05,221.92,normal,2025-12-09T05:38:38.644025+00:00
Building B,2,139.82,188.22,normal,2025-12-02T20:47:52.644025+00:00
Building A,3,254.66,547.0,anomaly,2025-12-07T18:59:52.644025+00:00
Building B,1,141.06,257.38,normal,2025-12-01T14:02:48.644025+00:00
Building C,5,130.59,258.42,normal,2025-11-27T20:00:48.644025+00:00
Building B,4,336.6,491.84,anomaly,2025-11-16T07:04:57.644025+00:00
Building C,3,97.97,210.91,normal,2025-12-14T23:39:25.644025+00:00
Building A,5,132.9,185.49,normal,2025-11-18T17:44:23.644025+00:00
Building A,2,113.21,248.87,normal,2025-11-28T10:53:51.644025+00:00
Building B,3,118.69,204.58,normal,2025-12-01T19:37:19.644025+00:00
Building A,3,91.65,235.71,normal,2025-12-15T01:40:46.644025+00:00
Building C,1,354.12,645.03,anomaly,2025-12-07T15:12:46.644025+00:00
Building C,4,70.51,155.53,normal,2025-12-05T04:39:22.644025+00:00
Building C,5,86.97,255.45,normal,2025-11-20T20:40:50.644025+00:00
Building A,4,103.18,193.96,normal,2025-11-22T07:07:09.644025+00:00
Building A,3,116.22,205.85,normal,2025-11-29T06:25:42.644025+00:00
Building B,2,177.6,292.24,normal,2025-11-19T09:10:25.644025+00:00
Building A,2,131.53,259.97,normal,2025-12-14T20:57:46.644025+00:00
Building C,3,121.68,232.06,normal,2025-12-08T21:59:32.644025+00:00
Building A,5,85.02,226.77,normal,2025-11-26T05:15:32.644025+00:00
Building A,3,102.62,241.48,normal,2025-11-22T10:35:43.644025+00:00
Building C,2,70.86,185.23,normal,2025-12-08T01:37:49.644025+00:00
Building C,2,73.54,210.19,normal,2025-12-02T01:03:14.644025+00:00
Building C,2,87.53,228.43,normal,2025-11-26T18:00:01.644025+00:00
Building A,3,135.34,240.99,normal,2025-12-13T19:21:48.644025+00:00
Building A,1,105.13,126.08,normal,2025-11-20T22:29:12.644025+00:00
Building C,4,84.87,241.35,normal,2025-11-25T00:54:13.644025+00:00
Building C,2,114.19,166.53,normal,2025-12-12T09:50:44.644025+00:00
Building A,5,77.05,177.08,normal,2025-12-02T23:09:02.644025+00:00
Building B,5,157.92,252.11,normal,2025-11-30T07:01:19.644025+00:00
Building B,3,172.68,235.01,normal,2025-12-12T16:20:53.644025+00:00
Building C,5,87.81,245.17,normal,2025-11-29T20:01:04.644025+00:00
Building C,5,94.63,321.99,normal,2025-12-08T08:01:23.644025+00:00
Building C,3,105.42,171.5,normal,2025-12-01T11:04:52.644025+00:00
Building C,2,120.42,178.29,normal,2025-11-24T21:23:16.644025+00:00
Building A,3,129.45,161.37,normal,2025-12-05T04:26:19.644025+00:00
Building C,4,106.8,229.79,normal,2025-12-10T17:04:54.644025+00:00
Building A,5,158.14,192.18,normal,2025-12-13T08:50:24.644025+00:00
Building C,4,118.54,236.51,normal,2025-12-08T14:39:48.644025+00:00
Building C,3,85.84,193.84,normal,2025-11-20T07:20:45.644025+00:00
Building C,4,129.9,272.82,normal,2025-11-28T16:26:54.644025+00:00
Building C,3,114.97,198.2,normal,2025-12-13T22:37:11.644025+00:00
Building B,3,165.71,333.55,normal,2025-12-05T14:48:21.644025+00:00
Building A,2,127.09,294.71,normal,2025-11-16T18:57:53.644025+00:00
Building B,4,111.51,209.22,normal,2025-11-27T11:16:19.644025+00:00
Building B,4,104.04,239.24,normal,2025-12-05T21:57:01.644025+00:00
Building B,4,143.07,207.06,normal,2025-12-04T04:35:02.644025+00:00
Building A,1,95.29,216.11,normal,2025-12-14T10:17:05.644025+00:00
Building A,4,293.26,486.25,anomaly,2025-11-20T05:40:36.644025+00:00
Building C,1,86.23,214.97,normal,2025-11-21T02:24:57.644025+00:00
Building A,5,179.24,288.41,normal,2025-11-22T15:04:00.644025+00:00
Building B,5,129.77,273.97,normal,2025-12-13T03:45:11.644025+00:00
Building A,4,131.78,309.45,normal,2025-12-07T15:10:33.644025+00:00
Building A,2,110.91,221.94,normal,2025-12-06T00:48:40.644025+00:00
Building C,4,155.3,206.77,normal,2025-11-21T09:45:28.644025+00:00
Building A,1,97.15,298.04,normal,2025-11-24T11:53:00.644025+00:00
Building B,5,113.29,224.99,normal,2025-12-06T12:44:32.644025+00:00
Building C,4,95.21,180.73,normal,2025-11-21T00:19:47.644025+00:00
Building C,2,151.19,244.11,normal,2025-12-14T15:19:40.644025+00:00
Building A,3,120.46,244.51,normal,2025-12-12T22:44:34.644025+00:00
Building B,1,321.54,563.29,anomaly,2025-12-02T03:41:30.644025+00:00
Building B,4,120.43,203.21,normal,2025-11-30T22:13:10.644025+00:00
Building A,4,155.29,301.16,normal,2025-11-23T18:23:01.644025+00:00
Building B,2,171.38,317.24,normal,2025-11-18T08:45:18.644025+00:00
Building B,3,383.68,508.27,anomaly,2025-12-12T16:11:45.644025+00:00
Building B,2,342.63,596.6,anomaly,2025-12-15T01:51:05.644025+00:00
Building C,1,92.71,198.96,normal,2025-11-24T06:31:45.644025+00:00
Building C,2,118.67,151.38,normal,2025-12-05T23:01:18.644025+00:00
Building A,3,110.05,193.64,normal,2025-12-04T16:38:58.644025+00:00
Building C,1,139.01,198.2,normal,2025-12-05T13:01:46.644025+00:00
Building A,2,80.8,165.45,normal,2025-11-30T21:32:18.644025+00:00
Building C,4,71.08,174.33,normal,2025-12-07T05:33:36.644025+00:00
Building B,2,137.02,208.96,normal,2025-12-04T02:59:51.644025+00:00
Building C,1,97.95,203.65,normal,2025-11-26T23:12:13.644025+00:00
Building A,1,83.23,179.56,normal,2025-12-03T07:59:35.644025+00:00
Building A,1,85.55,228.64,normal,2025-11-17T20:53:01.644025+00:00
Building A,1,155.49,195.52,normal,2025-12-09T10:15:23.644025+00:00
Building C,3,158.68,266.25,normal,2025-11-26T18:07:23.644025+00:00
Building C,4,135.6,209.85,normal,2025-12-01T16:46:47.644025+00:00
Building A,2,148.77,174.87,normal,2025-12-11T11:23:27.644025+00:00
Building B,2,80.81,271.21,normal,2025-11-22T02:01:24.644025+00:00
Building B,3,126.59,262.26,normal,2025-11-20T17:16:47.644025+00:00
Building B,5,151.25,369.4,normal,2025-11-25T16:34:34.644025+00:00
Building B,3,132.24,257.77,normal,2025-12-02T03:14:33.644025+00:00
Building B,3,156.25,221.93,normal,2025-11-25T10:32:46.644025+00:00
Building A,5,146.46,323.53,normal,2025-12-13T09:29:09.644025+00:00
Building C,2,102.67,232.79,normal,2025-11-18T10:55:28.644025+00:00
Building A,4,124.34,154.31,normal,2025-12-06T02:26:10.644025+00:00
Building A,3,92.64,167.24,normal,2025-11-24T19:19:03.644025+00:00
Building C,3,112.58,188.43,normal,2025-12-11T08:25:32.644025+00:00
Building B,4,151.22,289.87,normal,2025-12-07T23:27:19.644025+00:00
Building A,3,91.9,260.43,normal,2025-12-13T20:30:04.644025+00:00
Building B,4,131.55,207.67,normal,2025-12-09T06:06:09.644025+00:00
Building A,3,126.61,299.76,normal,2025-12-07T12:41:40.644025+00:00
Building B,4,157.58,247.1,normal,2025-11-22T08:32:54.644025+00:00
Building B,1,151.59,216.98,normal,2025-12-15T18:48:27.644025+00:00
Building C,3,74.86,194.87,normal,2025-11-30T21:24:25.644025+00:00
Building B,3,111.39,214.24,normal,2025-11-18T10:50:58.644025+00:00
Building C,2,116.2,185.01,normal,2025-11-20T13:10:17.644025+00:00
Building A,3,86.78,204.25,normal,2025-11-24T05:21:42.644025+00:00
Building C,3,91.37,212.23,normal,2025-12-01T03:42:24.644025+00:00
Building C,3,136.38,258.54,normal,2025-12-04T20:18:31.644025+00:00
Building A,3,159.9,180.11,normal,2025-11-16T09:39:39.644025+00:00
Building B,4,98.2,163.0,normal,2025-11-30T22:34:48.644025+00:00
Building B,2,168.68,227.6,normal,2025-11-28T12:05:08.644025+00:00
Building A,2,292.88,625.29,anomaly,2025-11-24T18:36:14.644025+00:00
Building C,5,142.25,189.72,normal,2025-12-01T16:47:52.644025+00:00
Building A,1,86.66,199.93,normal,2025-11-30T14:33:53.644025+00:00
Building B,4,160.16,224.5,normal,2025-12-09T20:15:48.644025+00:00
Building B,3,123.72,366.21,normal,2025-12-06T10:41:08.644025+00:00
Building A,4,129.5,288.72,normal,2025-12-07T10:50:00.644025+00:00
Building B,5,106.04,218.02,normal,2025-11-29T02:23:34.644025+00:00
Building C,2,142.15,281.55,normal,2025-12-14T18:50:13.644025+00:00
Building B,2,129.22,163.44,normal,2025-12-10T02:49:48.644025+00:00
Building C,5,130.99,193.0,normal,2025-12-12T18:15:19.644025+00:00
Building B,3,132.14,268.95,normal,2025-12-03T03:42:44.644025+00:00
Building A,1,97.32,201.63,normal,2025-12-11T06:30:14.644025+00:00
Building A,3,126.16,247.91,normal,2025-11-30T04:20:54.644025+00:00
Building B,2,125.03,245.9,normal,2025-12-07T10:06:59.644025+00:00
Building A,1,97.43,148.26,normal,2025-12-01T01:28:08.644025+00:00
Building B,3,141.03,318.38,normal,2025-11-20T08:56:13.644025+00:00
Building C,4,102.75,304.85,normal,2025-11-25T10:17:18.644025+00:00
Building A,2,87.17,194.24,normal,2025-11-17T22:37:22.644025+00:00
Building C,2,86.03,214.25,normal,2025-12-13T10:25:06.644025+00:00
Building B,1,126.33,226.46,normal,2025-12-11T06:16:13.644025+00:00
Building B,4,112.47,177.28,normal,2025-12-11T20:31:23.644025+00:00
Building B,5,152.89,307.82,normal,2025-11-18T12:37:52.644025+00:00
Building C,5,130.91,272.21,normal,2025-12-09T18:54:50.644025+00:00
Building B,4,119.33,216.19,normal,2025-11-27T20:53:11.644025+00:00
Building B,1,90.62,244.62,normal,2025-11-20T04:06:23.644025+00:00
Building C,1,361.74,451.84,anomaly,2025-11-28T15:12:46.644025+00:00
Building A,3,260.66,635.82,anomaly,2025-12-03T22:51:46.644025+00:00
Building C,4,122.19,157.72,normal,2025-12-02T06:15:31.644025+00:00
Building A,1,136.6,195.41,normal,2025-11-18T11:10:14.644025+00:00
Building A,1,117.73,296.63,normal,2025-12-15T11:37:46.644025+00:00
Building B,5,143.97,223.55,normal,2025-12-01T09:37:02.644025+00:00
Building C,3,362.13,606.94,anomaly,2025-12-12T02:21:22.644025+00:00
Building C,4,98.85,130.68,normal,2025-12-13T03:26:16.644025+00:00
Building A,4,135.22,296.7,normal,2025-11-24T10:15:13.644025+00:00
Building C,4,77.35,136.34,normal,2025-11-22T05:14:43.644025+00:00
Building C,2,96.16,213.92,normal,2025-12-03T01:16:46.644025+00:00
Building C,3,128.47,229.23,normal,2025-12-15T14:40:39.644025+00:00
Building B,4,137.04,306.75,normal,2025-11-28T12:58:56.644025+00:00
Building A,2,293.33,622.2,anomaly,2025-11-29T16:41:44.644025+00:00
Building A,3,92.02,246.19,normal,2025-11-21T15:26:41.644025+00:00
Building B,1,97.27,283.04,normal,2025-11-26T21:00:05.644025+00:00
Building C,3,91.14,293.96,normal,2025-11-21T15:27:54.644025+00:00
Building C,4,154.93,308.86,normal,2025-11-17T18:01:11.644025+00:00
Building B,5,257.0,558.4,anomaly,2025-11-17T10:26:39.644025+00:00
Building B,4,152.11,267.35,normal,2025-11-19T00:10:07.644025+00:00
Building C,1,96.6,192.34,normal,2025-12-14T00:58:16.644025+00:00
Building A,4,129.09,195.45,normal,2025-11-26T16:01:04.644025+00:00
Building C,1,148.19,285.82,normal,2025-11-18T13:15:35.644025+00:00
Building B,4,388.11,612.95,anomaly,2025-12-09T09:15:17.644025+00:00
Building B,2,134.59,155.66,normal,2025-11-23T07:33:44.644025+00:00
Building C,2,155.23,281.5,normal,2025-12-07T08:14:56.644025+00:00
Building A,5,95.09,212.9,normal,2025-11-19T22:08:03.644025+00:00
Building B,5,345.28,567.94,anomaly,2025-12-15T09:25:49.644025+00:00
Building B,5,118.32,241.08,normal,2025-11-19T07:52:23.644025+00:00
Building B,5,157.4,253.94,normal,2025-12-06T02:25:04.644025+00:00
Building B,5,150.64,289.75,normal,2025-11-26T07:23:31.644025+00:00
Building C,1,138.03,198.72,normal,2025-11-20T15:30:19.644025+00:00
Building A,3,129.57,177.1,normal,2025-12-03T04:35:11.644025+00:00
Building C,2,70.51,175.38,normal,2025-11-24T06:26:53.644025+00:00
Building B,2,117.64,212.12,normal,2025-11-18T21:54:19.644025+00:00
Building A,2,335.18,526.18,anomaly,2025-11-19T05:53:36.644025+00:00
Building B,3,113.24,353.21,normal,2025-12-08T16:52:28.644025+00:00
Building A,4,365.96,514.92,anomaly,2025-12-01T22:06:37.644025+00:00
Building C,4,72.73,133.0,normal,2025-12-10T01:09:55.644025+00:00
Building C,1,86.23,210.63,normal,2025-11-19T05:32:30.644025+00:00
Building C,1,117.93,164.25,normal,2025-12-10T15:49:49.644025+00:00
Building A,2,120.49,251.77,normal,2025-11-29T19:19:06.644025+00:00
Building B,5,188.87,304.31,normal,2025-12-08T08:08:29.644025+00:00
Building B,5,104.7,211.79,normal,2025-12-07T21:40:54.644025+00:00
Building B,5,174.21,267.41,normal,2025-11-21T21:10:32.644025+00:00
Building A,4,123.09,153.82,normal,2025-11-25T22:31:58.644025+00:00
Building B,5,264.8,469.69,anomaly,2025-12-13T13:25:16.644025+00:00
Building B,4,363.42,539.19,anomaly,2025-12-15T17:18:40.644025+00:00
Building C,5,125.67,185.08,normal,2025-12-01T23:57:50.644025+00:00
Building A,2,136.34,292.8,normal,2025-12-05T12:50:06.644025+00:00
Building A,2,96.85,142.74,normal,2025-12-03T03:19:11.644025+00:00
Building A,4,358.61,550.67,anomaly,2025-11-25T20:11:37.644025+00:00
Building B,2,189.03,228.42,normal,2025-12-08T18:29:09.644025+00:00
Building C,5,161.36,228.64,normal,2025-12-02T11:00:30.644025+00:00
Building B,2,109.38,190.97,normal,2025-11-19T20:40:55.644025+00:00
Building B,1,121.78,221.21,normal,2025-12-03T06:26:19.644025+00:00
Building C,1,101.8,134.82,normal,2025-12-03T04:16:30.644025+00:00
Building C,4,324.04,463.28,anomaly,2025-11-27T10:28:14.644025+00:00
Building B,1,141.97,233.38,normal,2025-12-01T07:19:11.644025+00:00
Building A,1,123.03,155.69,normal,2025-11-22T19:40:42.644025+00:00
Building A,2,144.26,198.6,normal,2025-12-01T13:13:33.644025+00:00
Building C,1,84.23,189.98,normal,2025-12-07T23:54:47.644025+00:00
Building B,3,102.82,215.18,normal,2025-11-19T06:29:53.644025+00:00
Building B,4,84.17,176.71,normal,2025-12-10T06:07:06.644025+00:00
Building B,4,117.45,194.23,normal,2025-12-09T06:49:18.644025+00:00
Building A,3,78.79,139.52,normal,2025-11-28T01:56:28.644025+00:00
Building C,5,163.57,275.26,normal,2025-12-09T14:20:58.644025+00:00
Building B,2,119.48,293.55,normal,2025-12-05T08:07:11.644025+00:00
Building B,3,297.78,520.07,anomaly,2025-11-20T17:03:42.644025+00:00
Building C,4,94.36,197.46,normal,2025-11-21T05:28:05.644025+00:00
Building B,1,94.0,237.44,normal,2025-12-14T04:45:07.644025+00:00
Building C,5,155.21,227.01,normal,2025-11-23T14:55:23.644025+00:00
Building A,5,98.26,295.93,normal,2025-11-28T12:33:46.644025+00:00
Building A,2,266.64,581.7,anomaly,2025-11-23T23:09:50.644025+00:00
Building B,4,162.27,282.11,normal,2025-12-07T09:01:34.644025+00:00
Building C,4,84.07,140.65,normal,2025-11-25T05:57:59.644025+00:00
Building C,4,82.26,139.41,normal,2025-12-09T00:53:40.644025+00:00
Building C,3,122.74,300.98,normal,2025-11-23T16:10:45.644025+00:00
Building C,5,112.07,267.92,normal,2025-11-25T13:24:49.644025+00:00
Building A,5,300.82,505.06,anomaly,2025-11-16T16:50:27.644025+00:00
Building C,5,111.76,320.65,normal,2025-12-02T10:22:50.644025+00:00
Building C,1,145.5,258.06,normal,2025-12-14T11:33:56.644025+00:00
Building A,4,113.78,175.74,normal,2025-12-06T02:35:59.644025+00:00
Building B,4,133.63,220.26,normal,2025-12-03T06:59:09.644025+00:00
Building A,3,97.34,166.35,normal,2025-12-04T07:44:13.644025+00:00
Building B,2,129.93,164.9,normal,2025-11-22T02:11:45.644025+00:00
Building A,4,158.23,320.86,normal,2025-11-21T08:25:31.644025+00:00
Building A,2,74.44,138.76,normal,2025-12-01T06:21:17.644025+00:00
Building B,1,382.66,579.16,anomaly,2025-12-08T04:37:23.644025+00:00
Building C,4,114.0,296.3,normal,2025-12-14T15:44:14.644025+00:00
Building A,3,139.42,149.29,normal,2025-12-02T20:11:47.644025+00:00
Building B,2,270.98,536.15,anomaly,2025-11-16T12:34:55.644025+00:00
Building A,5,106.02,224.8,normal,2025-12-08T17:45:25.644025+00:00
Building A,1,87.25,186.33,normal,2025-11-19T04:31:02.644025+00:00
Building A,3,316.22,581.86,anomaly,2025-12-10T22:34:36.644025+00:00
Building C,3,108.88,145.59,normal,2025-11-16T19:30:38.644025+00:00
Building B,4,377.85,632.27,anomaly,2025-12-06T00:23:05.644025+00:00
Building B,5,136.46,291.25,normal,2025-11-27T21:21:27.644025+00:00
Building B,5,127.93,357.47,normal,2025-11-26T13:41:21.644025+00:00
Building C,1,126.73,259.22,normal,2025-11-16T08:02:24.644025+00:00
Building B,1,106.62,213.92,normal,2025-12-15T04:44:53.644025+00:00
Building C,5,397.2,503.98,anomaly,2025-12-07T14:28:14.644025+00:00
Building C,5,361.82,536.36,anomaly,2025-11-17T13:58:46.644025+00:00
Building C,3,98.77,223.36,normal,2025-11-19T16:33:57.644025+00:00
Building C,1,85.91,170.86,normal,2025-12-11T21:55:17.644025+00:00
Building C,1,107.01,130.41,normal,2025-12-02T00:01:38.644025+00:00
Building B,1,105.48,209.01,normal,2025-11-23T01:18:24.644025+00:00
Building C,5,155.14,191.8,normal,2025-12-08T13:44:31.644025+00:00
Building A,5,139.74,245.56,normal,2025-11-30T09:01:45.644025+00:00
Building C,5,117.42,216.56,normal,2025-12-10T04:02:51.644025+00:00
Building B,4,127.33,206.79,normal,2025-11-24T06:57:56.644025+00:00
Building A,5,94.09,272.68,normal,2025-12-11T20:42:19.644025+00:00
Building B,2,99.92,181.48,normal,2025-11-26T21:18:40.644025+00:00
Building B,5,111.8,189.41,normal,2025-12-13T06:41:46.644025+00:00
Building C,2,78.75,134.29,normal,2025-12-04T22:01:50.644025+00:00
Building B,5,118.69,344.22,normal,2025-11-22T15:02:23.644025+00:00
Building C,2,109.61,256.86,normal,2025-12-15T15:40:20.644025+00:00
Building B,3,173.3,291.81,normal,2025-12-09T15:37:45.644025+00:00
Building A,2,113.11,287.28,normal,2025-11-23T09:34:46.644025+00:00
Building B,2,131.76,231.67,normal,2025-11-29T02:30:28.644025+00:00
Building A,5,325.68,553.82,anomaly,2025-11-16T19:03:26.644025+00:00
Building A,1,78.4,142.2,normal,2025-11-19T01:14:09.644025+00:00
Building B,2,113.85,359.04,normal,2025-11-22T11:20:09.644025+00:00
Building B,2,148.92,306.98,normal,2025-12-02T10:41:05.644025+00:00
Building C,3,101.63,172.38,normal,2025-12-07T06:17:18.644025+00:00
